ticker,sbi_link,name,abstract,market,expense_ratio,factsheet_link,issuer,nisa_invest_flag
DHS,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=US&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=DHS,ウィズダムツリー 米国株　高配当ファンド,ウィズダムツリー ディビデンド インデックスに連動した成果を目指す。,NYSE Arca,0.38%,https://www.wisdomtree.com/-/media/us-media-files/documents/resource-library/fund-fact-sheets/us-equity/wisdomtree-factsheet-dhs-1009.pdf,ウィズダムツリー・アセット・マネジメント,
DIA,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=US&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=DIA,SPDR ダウ工業株平均ETF,ダウジョーンズ工業株価平均の値動きと利回りに、経費控除前で連動する投資成果を上げることを目標とします。ダウジョーンズ工業株価平均（DJIA）は、米国を代表する30の銘柄で構成され、100年以上の歴史を持つ最も古い米国株式市場の指数です。構成銘柄の株価を単純平均する手法で、1896年5月26日から算出されています。現在、世界で最も有名な株式指数のうちの一つとして、幅広い世代の投資家から認知されています。,NYSE Arca,0.16%,https://www.ssga.com/library-content/products/factsheets/etfs/us/factsheet-us-en-dia.pdf,ステート・ストリート・グローバル・アドバイザーズ,
DIV,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=US&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=DIV,グローバルX スーパーディビィデンド-米国低ベータ ETF,Indxx スーパーディビィデンドR U.S. ロー・ボラティリティインデックスに連動する投資成果を目指します。,NYSE Arca,0.45%,https://globalxetfs.co.jp/content/files/DIV-factsheet-JPN-1.pdf,グローバルエックス・マネジメント,
DJIA,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=US&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=DJIA,グローバルX　ダウ30 カバード コール ETF,ダウ・ジョーンズ工業株価平均Cboe バイライト・V2・インデックスの価格および利回りのパフォーマンスに原則的に連動する投資成果を提供することを目指す。,NYSE Arca,0.60%,https://www.globalxetfs.com/content/files/DJIA-factsheet.pdf,グローバルエックス・マネジメント,
DLN,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=US&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=DLN,ウィズダムツリー 米国株大型株配当ファンド,米国市場にて配当支払を行う時価総額の大きい企業の投資成果への連動を目指す。,NYSE Arca,0.28%,https://www.wisdomtree.com/-/media/us-media-files/documents/resource-library/fund-fact-sheets/us-equity/wisdomtree-factsheet-dln-1006.pdf,ウィズダムツリー・アセット・マネジメント,
DON,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=US&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=DON,ウィズダムツリー 米国中型株配当ファンド,米国市場にて配当支払を行う時価総額の中位にあたる企業に投資することを目的とし、投資成果への連動を目指す。,NYSE Arca,0.38%,https://www.wisdomtree.com/-/media/us-media-files/documents/resource-library/fund-fact-sheets/us-equity/wisdomtree-factsheet-don-1007.pdf,ウィズダムツリー・アセット・マネジメント,
DPST,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=US&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=DPST,Direxion デイリー 地方銀行 ブル3倍 ETF,S&P 地方銀行セレクト・インダストリー指数の300%パフォーマンスに連動した成果を目指す。,NYSE Arca,0.92%,https://www.direxion.com/uploads/DPST-Fact-Sheet.pdf,Direxion Investments,
DRIP,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=US&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=DRIP,Direxion デイリー S&P 石油・ガス探鉱・生産 ベア2 倍 ETF,S&P Oil & Gas Exploration & Production Select Industry Indexに連動した成果を目指す。,NYSE Arca,1.00%,https://www.direxion.com/uploads/GUSH-DRIP-Fact-Sheet.pdf,Direxion Investments,
DRIV,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=DRIV,グローバルＸ 自動運転&EV ETF,自動運転技術、EV、EVに使用される部品および材料の開発に携わる企業に投資します。,NASDAQ,0.68%,https://globalxetfs.co.jp/content/files/DRIV-factsheet_J.pdf,グローバルエックス・マネジメント,〇
DRN,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=US&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=DRN,Direxion デイリー米国REITブル3倍 ETF,米国IMI不動産25/50指数の300%のパフォーマンスに連動した成果を目指す。,NYSE Arca,0.96%,http://search.sbisec.co.jp/v3/ex/etf_DRN_160510.pdf,Direxion Investments,
DRV,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=US&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=DRV,Direxion デイリー米国REITベア3倍 ETF,米国IMI不動産25/50指数の値動きの反対方向の300%のパフォーマンスに連動した成果を目指す。,NYSE Arca,0.95%,http://search.sbisec.co.jp/v3/ex/etf_DRV_160510.pdf,Direxion Investments,
DUST,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=US&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=DUST,Direxion デイリー 金鉱株 ベア2倍 ETF,NYSE Arca ゴールド マイナーズ インデックスの値動きの反対方向の200%のパフォーマンスに連動した成果を目指す。,NYSE Arca,0.92%,http://search.sbisec.co.jp/v3/ex/etf_DUST_160510.pdf,Direxion Investments,
DVY,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=DVY,iシェアーズ 好配当株式 ETF,ダウ・ジョーンズ セレクト・ディビデンド・インデックスの価格および利回り実績と同等水準の投資成果（報酬および経費控除前）を目指しています。,NASDAQ,0.38%,http://jp.ishares.com/documents/ja/factsheet-ja/us/dvy-ishares-dow-jones-select-dividend-index-fund.pdf,ブラックロック･ファンド・アドバイザーズ,〇
DXJ,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=US&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=DXJ,ウィズダムツリー日本株米ドルヘッジ付 ファンド,ウィズダムツリー ジャパン ヘッジド エクイティ インデックスに連動した成果を目指す。,NYSE Arca,0.48%,https://www.wisdomtree.com/-/media/us-media-files/documents/resource-library/fund-fact-sheets/international-equity/wisdomtree-factsheet-dxj-1044.pdf,ウィズダムツリー・アセット・マネジメント,〇
DXJS,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=DXJS,ウィズダムツリー日本小型株米ドルヘッジ付 ファンド,ウィズダムツリー ジャパン ヘッジド スモールキャップ エクイティ インデックスに連動した成果を目指す。,NASDAQ,0.58%,https://www.wisdomtree.com/-/media/us-media-files/documents/resource-library/fund-fact-sheets/international-equity/wisdomtree-factsheet-dxjs-1451.pdf,ウィズダムツリー・アセット・マネジメント,〇
EBIZ,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=EBIZ,グローバル　X　eコマースETF,"ソラクティブ e コマース・インデックス（Solactive
E-commerce　Index）の価格およびイールドのパフォーマンス（手数料および費用控除前）に連動する投資成果を提供することを目指す",NASDAQ,0.50%,https://globalxetfs.co.jp/content/files/EBIZ-factsheet-JPN-1.pdf,グローバルエックス・マネジメント,〇
EBND,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=US&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=EBND,SPDR ブルームバーグ 新興国債券（現地通貨建て） ETF,ブルームバーグ・バークレイズ・EMローカル・カレンシー・ガバメント・ダイバーシファイド 指数に連動した成果を目指す。,NYSE Arca,0.30%,https://www.ssga.com/library-content/products/factsheets/etfs/us/factsheet-us-en-ebnd.pdf,SSGA ファンズ・マネジメント・インク,
EDC,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=US&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=EDC,Direxion デイリー新興国株ブル3倍 ETF,MSCI新興国株価指数の300%のパフォーマンスに連動した成果を目指す。,NYSE Arca,1.28%,http://search.sbisec.co.jp/v3/ex/etf_EDC_160510.pdf,Direxion Investments,
EDOC,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=EDOC,グローバルＸ eドック（遠隔医療&デジタルヘルス） ETF,デジタルヘルス・遠隔治療及び関連アプリケーションのさらなる発展で恩恵を受ける企業への投資を目指すETF,NASDAQ,0.68%,https://globalxetfs.co.jp/content/files/EDOC-factsheet-JPN-1.pdf,グローバルエックス・マネジメント,〇
EDV,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=US&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=EDV,バンガード 超長期米国債ETF,残存期間20〜30年の米国債ストリップス債をカバーする、バークレイズ米国債STRIPS(20-30年)均等額面インデックスに連動したパフォーマンスを目指します。,NYSE Arca,0.06%,https://advisors.vanguard.com/iippdf/pdfs/FS930R.pdf,バンガード グループ,〇
EDZ,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=US&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=EDZ,Direxion デイリー新興国株ベア3倍 ETF,MSCI新興国株価指数の値動きの反対方向の300%のパフォーマンスに連動した成果を目指す。,NYSE Arca,0.95%,http://search.sbisec.co.jp/v3/ex/etf_EDZ_160510.pdf,Direxion Investments,
EEM,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=US&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=EEM,iシェアーズ MSCI エマージング・マーケット ETF,MSCIエマージング・マーケット・インデックスによって代表されるエマージング市場で取引される証券の価格および利回り実績と同等水準の投資成果（報酬および経費控除前）を提供することを目的としています。,NYSE Arca,0.69%,http://jp.ishares.com/documents/ja/factsheet-ja/us/eem-ishares-msci-emerging-markets-index-fund.pdf,ブラックロック･ファンド・アドバイザーズ,〇
EEMS,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=US&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=EEMS,iシェアーズ MSCI エマージング・マーケット小型株 ETF,MSCI エマージング・マーケット小型株インデックスの価格および利回り実績と同等水準の投資成果をあげることを目指す。,NYSE Arca,0.70%,http://jp.ishares.com/documents/ja/factsheet-ja/us/eems-ishares-msci-emerging-markets-small-cap-index-fund.pdf,ブラックロック･ファンド・アドバイザーズ,〇
EFA,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=US&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=EFA,iシェアーズ MSCI EAFE ETF,"MSCI EAFE
インデックスによって測定されるヨーロッパ、オーストラリアおよび極東地域の市場で取引される証券の価格および利回り実績と同等水準の投資成果（報酬および経費控除前）を目指しています。",NYSE Arca,0.33%,https://www.ishares.com/us/literature/fact-sheet/efa-ishares-msci-eafe-etf-fund-fact-sheet-en-us.pdf,ブラックロック･ファンド・アドバイザーズ,〇
EFIV,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=US&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=EFIV,SPDR S&P 500 ESG ETF,S&P500指数と同様の業界グループ全体のウェイトを維持しながら、一定のサステナビリティ基準（基準は環境、社会、ガバナンスの要因に関連）を満たすS&P500企業を選別するよう設計された指数との連動を目指します。,NYSE Arca,0.10%,https://www.ssga.com/library-content/products/factsheets/etfs/us/factsheet-us-en-efiv.pdf,ステート・ストリート・グローバル・アドバイザーズ,〇
EIDO,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=US&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=EIDO,iシェアーズ MSCI インドネシア ETF,MSCI インドネシア IMI 25/50 インデックスの価格および利回りの実績に概ね対応する投資成果（手数料および経費控除前）をあげることを目標としています。,NYSE Arca,0.58%,http://jp.ishares.com/documents/ja/factsheet-ja/us/eido-ishares-msci-indonesia-investable-market-index-fund.pdf,ブラックロック･ファンド・アドバイザーズ,〇
ELD,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=US&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=ELD,ウィズダムツリー ウィズダムツリー 新興国現地通貨建債券ファンド,新興国の現地通貨建ての現地債券に投資する。,NYSE Arca,0.55%,https://www.wisdomtree.com/-/media/us-media-files/documents/resource-library/fund-fact-sheets/fixed-income/wisdomtree-factsheet-eld-1021.pdf,ウィズダムツリー・アセット・マネジメント,
EMB,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=EMB,iシェアーズ J.P.モルガン・米ドル建てエマージング・マーケット債券 ETF,JPモルガン・エマージング・マーケッツ・ボンド・インデックス・グローバル・コア・インデックスの価格および利回り実績と同等水準の投資成果（報酬および経費控除前）を提供することを目的としています。,NASDAQ,0.39%,https://www.ishares.com/us/literature/fact-sheet/emb-ishares-j-p-morgan-usd-emerging-markets-bond-etf-fund-fact-sheet-en-us.pdf,ブラックロック･ファンド・アドバイザーズ,
